id,loan_amnt,int_rate,issue_d,purpose,addr_state
4191,20000,12.69%,11/1/11,debt_consolidation,MN
4192,7000,11.71%,11/1/11,debt_consolidation,MA
4193,20000,12.69%,11/1/11,debt_consolidation,UT
4194,17000,19.03%,11/1/11,small_business,NY
4195,5000,10.65%,11/1/11,car,NC
4196,21000,9.91%,11/1/11,debt_consolidation,CA
4197,12000,6.03%,11/1/11,debt_consolidation,GA
4198,24000,18.25%,11/1/11,major_purchase,WA
4199,5400,14.27%,11/1/11,debt_consolidation,TX
4200,9400,14.27%,11/1/11,debt_consolidation,NY
4201,15125,13.49%,11/1/11,debt_consolidation,CA
4202,12000,9.91%,11/1/11,debt_consolidation,TX
4203,12000,9.91%,11/1/11,house,NJ
4204,10000,7.90%,11/1/11,debt_consolidation,TX
4205,30000,12.42%,11/1/11,home_improvement,CA
4206,6500,11.71%,11/1/11,other,VA
4207,8000,10.65%,11/1/11,home_improvement,KS
4208,3600,12.42%,11/1/11,moving,VA
4209,7100,18.25%,11/1/11,debt_consolidation,NY
4210,2400,9.91%,11/1/11,moving,AZ
4211,10950,14.27%,11/1/11,other,CO
4212,4000,7.51%,11/1/11,car,PA
4213,12600,12.69%,11/1/11,other,NY
4214,12000,18.64%,11/1/11,other,SC
4215,35000,20.30%,11/1/11,home_improvement,CA
4216,25000,14.27%,11/1/11,credit_card,RI
4217,5200,7.51%,11/1/11,debt_consolidation,FL
4218,8500,6.03%,11/1/11,other,GA
4219,12000,12.42%,11/1/11,debt_consolidation,CA
4220,13000,8.90%,11/1/11,debt_consolidation,CA
4221,1800,8.90%,11/1/11,wedding,CA
4222,10000,16.77%,11/1/11,debt_consolidation,NC
4223,12475,6.03%,11/1/11,home_improvement,MI
4224,3200,7.51%,11/1/11,debt_consolidation,UT
4225,5500,6.62%,11/1/11,other,OR
4226,14675,19.42%,11/1/11,debt_consolidation,CT
4227,2100,7.51%,11/1/11,vacation,NY
4228,23200,23.52%,11/1/11,debt_consolidation,TX
4229,3825,15.96%,11/1/11,debt_consolidation,IL
4230,5000,6.03%,11/1/11,debt_consolidation,CA
4231,12000,14.65%,11/1/11,debt_consolidation,FL
4232,8500,11.71%,11/1/11,credit_card,NJ
4233,12000,8.90%,11/1/11,credit_card,TX
4234,31000,12.42%,11/1/11,credit_card,CA
4235,12600,10.65%,11/1/11,debt_consolidation,OH
4236,7600,15.27%,11/1/11,major_purchase,FL
4237,2750,16.77%,11/1/11,credit_card,CA
4238,20000,11.71%,11/1/11,debt_consolidation,MA
4239,7000,6.62%,11/1/11,car,MA
4240,7000,10.65%,11/1/11,debt_consolidation,SC
4241,24000,22.06%,11/1/11,small_business,NC
4242,13200,6.62%,11/1/11,debt_consolidation,AZ
4243,6000,11.71%,11/1/11,debt_consolidation,NY
4244,35000,12.42%,11/1/11,small_business,TX
4245,4625,12.42%,11/1/11,medical,KS
4246,13000,19.42%,11/1/11,debt_consolidation,MD
4247,11200,14.65%,11/1/11,other,PA
4248,6000,6.03%,11/1/11,home_improvement,IL
4249,17600,18.64%,11/1/11,small_business,OH
4250,2500,11.71%,11/1/11,major_purchase,FL
4251,15000,6.03%,11/1/11,debt_consolidation,MA
4252,8000,14.27%,11/1/11,debt_consolidation,FL
4253,15000,9.91%,11/1/11,debt_consolidation,AL
4254,14000,10.65%,11/1/11,other,IL
4255,3800,6.62%,11/1/11,home_improvement,NY
4256,35000,12.69%,11/1/11,other,VA
4257,3000,12.69%,11/1/11,debt_consolidation,SC
4258,5600,14.27%,11/1/11,credit_card,NY
4259,12000,15.27%,11/1/11,debt_consolidation,HI
4260,6000,10.65%,11/1/11,debt_consolidation,NY
4261,27250,18.64%,11/1/11,debt_consolidation,UT
4262,12000,6.03%,11/1/11,debt_consolidation,TX
4263,25000,10.65%,11/1/11,debt_consolidation,CA
4264,13000,6.62%,11/1/11,debt_consolidation,MI
4265,8000,7.90%,11/1/11,major_purchase,TX
4266,13600,6.03%,11/1/11,home_improvement,IL
4267,30000,12.69%,11/1/11,home_improvement,CA
4268,8000,8.90%,11/1/11,debt_consolidation,MD
4269,30000,8.90%,11/1/11,debt_consolidation,CA
4270,3000,10.65%,10/1/11,car,GA
4271,24000,19.03%,11/1/11,debt_consolidation,IL
4272,15000,17.58%,11/1/11,credit_card,CA
4273,9400,21.67%,11/1/11,other,TX
4274,20000,14.65%,11/1/11,home_improvement,AZ
4275,20000,14.27%,11/1/11,debt_consolidation,GA
4276,1300,6.03%,11/1/11,other,GA
4277,10000,7.51%,11/1/11,debt_consolidation,FL
4278,8000,6.62%,11/1/11,debt_consolidation,CA
4279,2800,9.91%,11/1/11,debt_consolidation,NJ
4280,35000,12.42%,11/1/11,medical,CA
4281,2700,13.49%,10/1/11,other,NY
4282,35000,19.42%,11/1/11,debt_consolidation,CO
4283,19000,11.71%,11/1/11,debt_consolidation,CA
4284,23000,12.42%,11/1/11,debt_consolidation,MI
4285,12175,10.65%,11/1/11,debt_consolidation,CA
4286,25000,14.27%,11/1/11,debt_consolidation,NJ
4287,10000,6.03%,11/1/11,house,CA
4288,5000,11.71%,10/1/11,debt_consolidation,CA
4289,12000,19.91%,11/1/11,debt_consolidation,OR
4290,25000,15.27%,11/1/11,debt_consolidation,CO
4291,3500,6.03%,10/1/11,small_business,UT
4292,16000,6.03%,11/1/11,house,MA
4293,20000,8.90%,11/1/11,debt_consolidation,WA
4294,7500,11.71%,10/1/11,debt_consolidation,NY
4295,5000,12.42%,11/1/11,debt_consolidation,NY
4296,35000,7.90%,11/1/11,debt_consolidation,CT
4297,10000,10.65%,11/1/11,other,NJ
4298,10000,18.64%,10/1/11,debt_consolidation,PA
4299,3600,7.90%,10/1/11,other,NY
4300,5600,15.96%,10/1/11,debt_consolidation,CA
4301,14000,15.27%,11/1/11,debt_consolidation,PA
4302,7575,6.62%,11/1/11,debt_consolidation,GA
4303,23525,7.90%,11/1/11,debt_consolidation,MO
4304,10000,7.90%,11/1/11,debt_consolidation,CA
4305,35000,17.27%,11/1/11,debt_consolidation,MD
4306,9300,8.90%,11/1/11,debt_consolidation,TX
4307,7000,12.69%,11/1/11,other,CA
4308,8400,16.77%,10/1/11,debt_consolidation,AL
4309,17000,6.03%,11/1/11,debt_consolidation,CO
4310,5000,10.65%,10/1/11,debt_consolidation,IL
4311,20000,19.42%,11/1/11,debt_consolidation,LA
4312,3000,16.77%,10/1/11,major_purchase,KY
4313,12000,6.03%,10/1/11,credit_card,NY
4314,15000,16.77%,11/1/11,debt_consolidation,CA
4315,5500,12.69%,11/1/11,debt_consolidation,CA
4316,1450,7.51%,11/1/11,debt_consolidation,NY
4317,30000,11.71%,11/1/11,debt_consolidation,NY
4318,8000,7.90%,10/1/11,small_business,FL
4319,7000,7.90%,10/1/11,medical,TX
4320,10000,14.27%,10/1/11,wedding,FL
4321,20000,12.69%,11/1/11,debt_consolidation,NJ
4322,6600,7.90%,10/1/11,home_improvement,TX
4323,6000,11.71%,10/1/11,debt_consolidation,FL
4324,7000,16.77%,11/1/11,wedding,VA
4325,4000,12.42%,11/1/11,debt_consolidation,MD
4326,12350,14.27%,11/1/11,medical,NV
4327,10000,11.71%,10/1/11,debt_consolidation,NY
4328,12000,16.77%,10/1/11,debt_consolidation,TX
4329,18400,23.13%,11/1/11,house,FL
4330,24000,17.58%,11/1/11,debt_consolidation,IL
4331,10000,7.90%,11/1/11,house,LA
4332,20000,9.91%,11/1/11,debt_consolidation,CA
4333,15000,16.29%,11/1/11,other,MA
4334,3600,14.27%,10/1/11,other,CA
4335,11325,10.65%,10/1/11,house,FL
4336,25000,12.42%,11/1/11,debt_consolidation,CA
4337,3100,13.49%,10/1/11,moving,CA
4338,20000,7.90%,10/1/11,credit_card,NY
4339,14400,6.03%,10/1/11,major_purchase,VA
4340,5850,13.49%,11/1/11,debt_consolidation,NC
4341,5000,6.62%,10/1/11,car,IL
4342,3000,6.62%,10/1/11,home_improvement,NJ
4343,35000,11.71%,11/1/11,small_business,TX
4344,12000,11.71%,10/1/11,debt_consolidation,CA
4345,30000,15.96%,11/1/11,debt_consolidation,NJ
4346,20000,12.69%,10/1/11,credit_card,VA
4347,7000,7.90%,10/1/11,vacation,NY
4348,8000,6.62%,10/1/11,debt_consolidation,NY
4349,8000,8.90%,10/1/11,home_improvement,GA
4350,5000,9.91%,10/1/11,car,GA
4351,17500,13.49%,10/1/11,debt_consolidation,CA
4352,9000,7.90%,10/1/11,debt_consolidation,CA
4353,6000,13.49%,10/1/11,debt_consolidation,MN
4354,8000,17.58%,10/1/11,other,CA
4355,7200,12.69%,10/1/11,debt_consolidation,CA
4356,7500,16.29%,10/1/11,wedding,NJ
4357,2500,10.65%,10/1/11,small_business,OK
4358,6000,12.69%,11/1/11,debt_consolidation,WI
4359,13200,6.62%,10/1/11,wedding,CA
4360,16800,10.65%,11/1/11,major_purchase,CA
4361,7500,7.90%,10/1/11,small_business,OR
4362,6000,8.90%,10/1/11,credit_card,TX
4363,17950,11.71%,11/1/11,debt_consolidation,PA
4364,9525,17.27%,11/1/11,debt_consolidation,NC
4365,12000,7.90%,10/1/11,debt_consolidation,CA
4366,5000,11.71%,11/1/11,other,MN
4367,14000,9.91%,11/1/11,small_business,WI
4368,13000,15.96%,10/1/11,medical,CA
4369,30000,14.27%,11/1/11,debt_consolidation,PA
4370,9000,6.62%,10/1/11,major_purchase,TX
4371,10000,6.62%,10/1/11,other,CA
4372,15850,13.49%,11/1/11,debt_consolidation,AZ
4373,6000,6.03%,10/1/11,car,NY
4374,15000,8.90%,11/1/11,debt_consolidation,NV
4375,8975,6.62%,10/1/11,debt_consolidation,SC
4376,8000,7.90%,10/1/11,credit_card,OH
4377,11975,6.62%,10/1/11,debt_consolidation,CA
4378,21000,16.77%,11/1/11,debt_consolidation,NY
4379,11000,8.90%,11/1/11,debt_consolidation,NH
4380,15000,8.90%,10/1/11,major_purchase,CA
4381,8000,11.71%,10/1/11,other,GA
4382,11200,13.49%,10/1/11,wedding,MA
4383,3200,12.69%,10/1/11,debt_consolidation,AZ
4384,8400,12.42%,10/1/11,debt_consolidation,GA
4385,2400,19.91%,11/1/11,home_improvement,NC
4386,7000,16.29%,10/1/11,home_improvement,FL
4387,6000,15.96%,10/1/11,debt_consolidation,NJ
4388,9600,13.49%,11/1/11,other,NJ
4389,13000,12.42%,11/1/11,debt_consolidation,CA
4390,5150,10.65%,10/1/11,car,MN
4391,15000,13.49%,11/1/11,debt_consolidation,TX
4392,7500,7.51%,10/1/11,credit_card,NY
4393,15850,13.49%,11/1/11,medical,TX
4394,6000,7.90%,10/1/11,wedding,VA
4395,10000,7.90%,10/1/11,debt_consolidation,FL
4396,15000,20.89%,10/1/11,debt_consolidation,CT
4397,1500,16.77%,10/1/11,other,NJ
4398,20000,22.06%,11/1/11,debt_consolidation,VA
4399,21000,11.71%,11/1/11,debt_consolidation,WI
4400,12000,11.71%,10/1/11,debt_consolidation,OH
4401,30000,14.27%,11/1/11,debt_consolidation,KY
4402,12000,16.29%,10/1/11,debt_consolidation,WI
4403,5000,6.03%,10/1/11,debt_consolidation,GA
4404,30000,10.65%,10/1/11,house,MI
4405,11250,14.27%,10/1/11,debt_consolidation,NY
4406,12000,7.90%,10/1/11,other,TX
4407,7800,12.69%,10/1/11,debt_consolidation,NY
4408,30000,12.42%,11/1/11,debt_consolidation,CA
4409,17000,8.90%,10/1/11,credit_card,FL
4410,14000,6.03%,10/1/11,credit_card,CA
4411,2500,8.90%,10/1/11,debt_consolidation,MI
4412,15000,17.27%,11/1/11,debt_consolidation,KS
4413,24000,11.71%,11/1/11,debt_consolidation,NY
4414,9000,7.51%,11/1/11,debt_consolidation,AL
4415,17050,10.65%,11/1/11,debt_consolidation,AZ
4416,3000,10.65%,10/1/11,other,NY
4417,1925,6.03%,11/1/11,debt_consolidation,CO
4418,35000,19.91%,11/1/11,debt_consolidation,KY
4419,6625,14.27%,11/1/11,debt_consolidation,MO
4420,1000,7.90%,10/1/11,other,SC
4421,21600,13.49%,11/1/11,debt_consolidation,FL
4422,4200,11.71%,11/1/11,other,CT
4423,12850,22.74%,11/1/11,other,CA
4424,4800,7.51%,10/1/11,credit_card,CO
4425,4200,9.91%,10/1/11,car,NV
4426,5000,6.03%,10/1/11,medical,UT
4427,16000,14.65%,10/1/11,credit_card,NJ
4428,12800,12.42%,11/1/11,other,GA
4429,19850,9.91%,10/1/11,debt_consolidation,CA
4430,20000,15.27%,11/1/11,credit_card,PA
4431,15000,11.71%,11/1/11,major_purchase,WV
4432,8000,12.69%,10/1/11,other,IL
4433,15000,7.90%,10/1/11,debt_consolidation,CA
4434,3000,13.49%,10/1/11,credit_card,NY
4435,21850,17.27%,11/1/11,debt_consolidation,FL
4436,4000,12.69%,10/1/11,major_purchase,CA
4437,34000,12.42%,11/1/11,debt_consolidation,NC
4438,20000,19.91%,11/1/11,credit_card,CA
4439,28000,7.90%,10/1/11,home_improvement,CA
4440,14000,17.27%,11/1/11,debt_consolidation,OH
4441,12000,14.27%,11/1/11,debt_consolidation,CA
4442,8000,18.64%,10/1/11,debt_consolidation,CA
4443,10000,14.65%,10/1/11,wedding,IL
4444,12000,19.03%,11/1/11,medical,GA
4445,16000,11.71%,11/1/11,credit_card,WI
4446,17000,6.03%,11/1/11,debt_consolidation,MA
4447,5000,15.27%,10/1/11,home_improvement,LA
4448,2000,15.27%,10/1/11,debt_consolidation,NJ
4449,20000,10.65%,11/1/11,small_business,NY
4450,10000,6.03%,11/1/11,debt_consolidation,MI
4451,4500,9.91%,10/1/11,debt_consolidation,NJ
4452,4100,17.58%,10/1/11,vacation,CO
4453,4200,13.49%,10/1/11,other,PA
4454,12000,9.91%,10/1/11,debt_consolidation,CO
4455,18000,18.25%,11/1/11,credit_card,WV
4456,35000,22.06%,11/1/11,debt_consolidation,PA
4457,10000,16.29%,10/1/11,debt_consolidation,TX
4458,3000,6.03%,10/1/11,other,CA
4459,4425,8.90%,10/1/11,debt_consolidation,WA
4460,28000,7.51%,10/1/11,home_improvement,PA
4461,35000,13.49%,11/1/11,home_improvement,MN
4462,12000,6.62%,10/1/11,debt_consolidation,NC
4463,4800,14.65%,10/1/11,debt_consolidation,NV
4464,2400,8.90%,10/1/11,other,CA
4465,31300,11.71%,10/1/11,small_business,DE
4466,32250,19.42%,11/1/11,debt_consolidation,GA
4467,3000,8.90%,10/1/11,credit_card,VA
4468,4000,7.90%,10/1/11,debt_consolidation,RI
4469,15000,12.69%,10/1/11,debt_consolidation,CT
4470,4800,6.62%,10/1/11,debt_consolidation,TX
4471,14400,12.69%,10/1/11,home_improvement,VA
4472,7000,8.90%,10/1/11,debt_consolidation,NY
4473,5000,14.27%,10/1/11,major_purchase,NC
4474,20800,12.69%,11/1/11,debt_consolidation,GA
4475,4200,7.90%,10/1/11,debt_consolidation,OH
4476,7200,8.90%,10/1/11,debt_consolidation,PA
4477,4200,8.90%,10/1/11,debt_consolidation,CT
4478,18200,7.90%,10/1/11,credit_card,NV
4479,10000,6.03%,11/1/11,small_business,WA
4480,22000,12.69%,10/1/11,debt_consolidation,NC
4481,20000,15.27%,11/1/11,debt_consolidation,TX
4482,3000,16.29%,10/1/11,debt_consolidation,OR
4483,2800,12.69%,11/1/11,other,CA
4484,4000,14.65%,10/1/11,moving,CA
4485,3775,11.71%,10/1/11,debt_consolidation,AZ
4486,2500,15.96%,10/1/11,other,CA
4487,25000,10.65%,11/1/11,small_business,NY
4488,6000,11.71%,10/1/11,other,MI
4489,7500,14.27%,10/1/11,other,CA
4490,11625,10.65%,11/1/11,small_business,NY
4491,20000,6.62%,11/1/11,other,OH
4492,16000,8.90%,10/1/11,credit_card,NY
4493,6000,6.03%,10/1/11,car,TX
4494,1000,10.65%,10/1/11,debt_consolidation,MN
4495,12000,6.03%,10/1/11,credit_card,PA
4496,14000,16.77%,10/1/11,debt_consolidation,CA
4497,2550,14.27%,10/1/11,car,CA
4498,6000,6.62%,10/1/11,other,FL
4499,3000,7.90%,10/1/11,other,TX
4500,8000,12.69%,10/1/11,debt_consolidation,NY
4501,13250,11.71%,10/1/11,debt_consolidation,IL
4502,11400,6.62%,10/1/11,debt_consolidation,NV
4503,8000,17.27%,10/1/11,debt_consolidation,NY
4504,17500,13.49%,11/1/11,debt_consolidation,OH
4505,5450,15.96%,10/1/11,debt_consolidation,VA
4506,35000,12.69%,11/1/11,debt_consolidation,CA
4507,22000,19.42%,10/1/11,debt_consolidation,MD
4508,2400,12.69%,10/1/11,other,NJ
4509,20000,13.49%,10/1/11,debt_consolidation,CA
4510,19425,13.49%,11/1/11,debt_consolidation,IL
4511,10000,10.65%,10/1/11,debt_consolidation,FL
4512,7500,6.03%,10/1/11,major_purchase,MO
4513,12650,21.28%,11/1/11,debt_consolidation,CA
4514,10400,9.91%,10/1/11,major_purchase,TX
4515,10000,10.65%,10/1/11,debt_consolidation,NY
4516,35000,17.27%,10/1/11,other,MD
4517,10000,11.71%,10/1/11,debt_consolidation,GA
4518,21725,20.89%,11/1/11,debt_consolidation,MI
4519,30000,19.42%,11/1/11,credit_card,AZ
4520,10000,8.90%,10/1/11,debt_consolidation,PA
4521,18000,19.03%,11/1/11,debt_consolidation,WI
4522,10000,7.90%,10/1/11,credit_card,CA
4523,27000,10.65%,11/1/11,debt_consolidation,NC
4524,4200,9.91%,10/1/11,other,FL
4525,10000,7.90%,10/1/11,debt_consolidation,MN
4526,14000,19.91%,11/1/11,debt_consolidation,CA
4527,2500,8.90%,10/1/11,other,MO
4528,3500,10.65%,10/1/11,small_business,LA
4529,13000,7.90%,10/1/11,debt_consolidation,GA
4530,20000,12.69%,11/1/11,debt_consolidation,MD
4531,12000,11.71%,11/1/11,debt_consolidation,PA
4532,4000,7.90%,10/1/11,debt_consolidation,CA
4533,7500,12.69%,10/1/11,car,NJ
4534,35000,18.25%,11/1/11,debt_consolidation,CA
4535,12000,14.27%,11/1/11,medical,NY
4536,16500,11.71%,11/1/11,debt_consolidation,MT
4537,8000,12.69%,10/1/11,debt_consolidation,AL
4538,25000,21.67%,11/1/11,debt_consolidation,GA
4539,15000,6.03%,10/1/11,home_improvement,VA
4540,10000,11.71%,10/1/11,major_purchase,FL
4541,35000,20.89%,11/1/11,debt_consolidation,TX
4542,2500,16.77%,10/1/11,moving,CT
4543,9750,14.65%,10/1/11,debt_consolidation,OH
4544,9000,7.51%,10/1/11,moving,NY
4545,17500,19.03%,11/1/11,debt_consolidation,NY
4546,5000,7.90%,11/1/11,credit_card,CA
4547,2700,7.90%,10/1/11,renewable_energy,PA
4548,6000,13.49%,10/1/11,wedding,NM
4549,9000,6.62%,10/1/11,home_improvement,FL
4550,1000,7.90%,10/1/11,other,NY
4551,12000,6.62%,10/1/11,debt_consolidation,FL
4552,2200,7.90%,10/1/11,other,CA
4553,23100,15.96%,11/1/11,debt_consolidation,FL
4554,1200,12.69%,10/1/11,debt_consolidation,NY
4555,14000,10.65%,10/1/11,other,TX
4556,20000,10.65%,11/1/11,debt_consolidation,PA
4557,21000,11.71%,11/1/11,debt_consolidation,NY
4558,16000,18.25%,11/1/11,debt_consolidation,MA
4559,8000,8.90%,11/1/11,debt_consolidation,NY
4560,5150,7.90%,11/1/11,debt_consolidation,AR
4561,14000,17.27%,10/1/11,debt_consolidation,GA
4562,3500,6.62%,10/1/11,other,CA
4563,12000,12.69%,11/1/11,other,NY
4564,3000,14.27%,10/1/11,home_improvement,AZ
4565,30000,17.27%,10/1/11,small_business,TX
4566,6000,10.65%,10/1/11,debt_consolidation,FL
4567,14000,7.90%,11/1/11,debt_consolidation,CT
4568,9000,12.69%,10/1/11,credit_card,FL
4569,13700,6.03%,11/1/11,credit_card,HI
4570,28000,7.90%,11/1/11,debt_consolidation,NY
4571,9950,15.27%,10/1/11,debt_consolidation,GA
4572,35000,11.71%,11/1/11,debt_consolidation,VA
4573,12000,12.69%,11/1/11,debt_consolidation,FL
4574,6000,6.03%,10/1/11,car,MI
4575,15000,19.91%,11/1/11,credit_card,NY
4576,21750,12.42%,11/1/11,debt_consolidation,AL
4577,24000,14.27%,10/1/11,debt_consolidation,NV
4578,11200,14.27%,10/1/11,debt_consolidation,AZ
4579,6000,17.27%,10/1/11,car,NJ
4580,6500,8.90%,10/1/11,home_improvement,NC
4581,28000,14.27%,11/1/11,credit_card,PA
4582,35000,12.42%,10/1/11,home_improvement,CA
4583,14000,6.03%,10/1/11,home_improvement,NJ
4584,23000,10.65%,11/1/11,other,VA
4585,7000,6.62%,10/1/11,home_improvement,FL
4586,5000,6.03%,11/1/11,home_improvement,NY
4587,10800,7.51%,10/1/11,home_improvement,FL
4588,5375,13.49%,10/1/11,debt_consolidation,GA
4589,15000,16.77%,11/1/11,small_business,AL
4590,7500,8.90%,11/1/11,credit_card,NY
4591,15000,19.03%,11/1/11,small_business,IL
4592,12800,16.77%,11/1/11,home_improvement,TX
4593,20000,8.90%,10/1/11,moving,NY
4594,4000,8.90%,10/1/11,debt_consolidation,MO
4595,5150,18.64%,11/1/11,debt_consolidation,NY
4596,5000,12.69%,10/1/11,major_purchase,CA
4597,10000,6.62%,10/1/11,house,FL
4598,8000,12.69%,10/1/11,credit_card,CA
4599,8000,12.42%,10/1/11,car,CA
4600,12000,9.91%,10/1/11,major_purchase,NM
4601,4500,6.62%,10/1/11,renewable_energy,IL
4602,8875,10.65%,10/1/11,major_purchase,NY
4603,12800,17.27%,10/1/11,credit_card,TX
4604,10600,15.96%,10/1/11,debt_consolidation,KS
4605,1500,6.03%,10/1/11,debt_consolidation,CA
4606,6250,9.91%,10/1/11,credit_card,MD
4607,7500,12.69%,10/1/11,credit_card,CA
4608,7800,7.90%,10/1/11,debt_consolidation,OH
4609,20000,7.90%,10/1/11,debt_consolidation,CA
4610,10000,14.27%,10/1/11,debt_consolidation,TX
4611,2000,7.90%,10/1/11,other,SD
4612,5000,10.65%,10/1/11,home_improvement,CA
4613,2400,7.90%,10/1/11,credit_card,CA
4614,10400,8.90%,10/1/11,debt_consolidation,VA
4615,25000,12.69%,10/1/11,debt_consolidation,MA
4616,9200,6.62%,10/1/11,debt_consolidation,OR
4617,8450,11.71%,10/1/11,debt_consolidation,CA
4618,12400,7.51%,11/1/11,debt_consolidation,OH
4619,8000,8.90%,10/1/11,small_business,WA
4620,3600,13.49%,10/1/11,home_improvement,VA
4621,2000,11.71%,10/1/11,debt_consolidation,CA
4622,16000,15.27%,11/1/11,debt_consolidation,VT
4623,16000,16.77%,11/1/11,other,CA
4624,1200,11.71%,11/1/11,debt_consolidation,CO
4625,4000,6.62%,10/1/11,car,CA
4626,3000,6.03%,10/1/11,debt_consolidation,NY
4627,16800,7.51%,10/1/11,debt_consolidation,CT
4628,15000,11.71%,11/1/11,home_improvement,CO
4629,8000,12.42%,10/1/11,other,NY
4630,12000,16.77%,10/1/11,debt_consolidation,GA
4631,12000,6.62%,10/1/11,debt_consolidation,NJ
4632,12000,6.62%,10/1/11,debt_consolidation,MA
4633,32000,19.03%,10/1/11,debt_consolidation,NH
4634,34000,19.91%,11/1/11,other,TX
4635,14300,9.91%,10/1/11,debt_consolidation,WI
4636,14000,6.62%,10/1/11,credit_card,NY
4637,30000,13.49%,11/1/11,small_business,WA
4638,35000,19.03%,11/1/11,debt_consolidation,CA
4639,9600,16.77%,11/1/11,debt_consolidation,CA
4640,6800,7.51%,10/1/11,small_business,TX
4641,5000,7.90%,10/1/11,major_purchase,MO
4642,12000,11.71%,10/1/11,car,FL
4643,15000,9.91%,10/1/11,debt_consolidation,DE
4644,10000,13.49%,10/1/11,home_improvement,CA
4645,35000,17.27%,11/1/11,small_business,NV
4646,9000,12.42%,10/1/11,debt_consolidation,MA
4647,13750,6.03%,10/1/11,credit_card,VA
4648,12025,10.65%,10/1/11,credit_card,IL
4649,12000,13.49%,10/1/11,debt_consolidation,VA
4650,24000,7.51%,10/1/11,debt_consolidation,OH
4651,4800,6.03%,10/1/11,debt_consolidation,CA
4652,35000,8.90%,10/1/11,house,GA
4653,23400,21.67%,11/1/11,debt_consolidation,CA
4654,7000,18.64%,10/1/11,debt_consolidation,CA
4655,15000,6.03%,10/1/11,debt_consolidation,CA
4656,12000,11.71%,10/1/11,home_improvement,GA
4657,14500,14.27%,10/1/11,debt_consolidation,VA
4658,14975,6.03%,10/1/11,moving,VA
4659,14000,21.67%,11/1/11,small_business,MO
4660,14000,16.29%,10/1/11,debt_consolidation,CA
4661,1500,16.29%,10/1/11,debt_consolidation,TX
4662,16800,18.25%,11/1/11,other,FL
4663,13000,14.65%,10/1/11,debt_consolidation,CA
4664,20000,7.90%,10/1/11,other,PA
4665,25000,14.65%,11/1/11,debt_consolidation,MA
4666,10000,8.90%,10/1/11,small_business,KS
4667,14000,6.03%,10/1/11,home_improvement,TX
4668,20000,23.91%,11/1/11,debt_consolidation,WA
4669,14500,14.65%,11/1/11,debt_consolidation,MD
4670,5850,17.58%,10/1/11,major_purchase,NJ
4671,4000,20.89%,10/1/11,other,TX
4672,2400,6.03%,10/1/11,medical,AZ
4673,19700,7.90%,10/1/11,debt_consolidation,SC
4674,5800,6.62%,10/1/11,wedding,NC
4675,11100,17.58%,10/1/11,debt_consolidation,TX
4676,15000,8.90%,11/1/11,small_business,NC
4677,12000,18.25%,10/1/11,debt_consolidation,NJ
4678,3000,8.90%,10/1/11,debt_consolidation,WA
4679,6000,6.03%,10/1/11,debt_consolidation,TX
4680,2500,9.91%,10/1/11,debt_consolidation,PA
4681,6000,8.90%,10/1/11,debt_consolidation,CA
4682,12000,6.03%,11/1/11,debt_consolidation,CA
4683,12800,18.64%,10/1/11,debt_consolidation,CO
4684,9400,8.90%,10/1/11,debt_consolidation,IL
4685,27000,19.42%,11/1/11,other,MA
4686,27500,19.42%,11/1/11,small_business,AZ
4687,20000,11.71%,10/1/11,debt_consolidation,NY
4688,15000,7.90%,10/1/11,credit_card,CA
4689,7000,12.69%,10/1/11,debt_consolidation,NJ
4690,12000,15.27%,11/1/11,debt_consolidation,CA
4691,3000,8.90%,10/1/11,medical,NC
4692,10000,10.65%,10/1/11,home_improvement,OK
4693,35000,12.69%,11/1/11,debt_consolidation,FL
4694,6000,6.03%,10/1/11,other,FL
4695,10000,6.62%,10/1/11,debt_consolidation,KS
4696,16000,20.89%,11/1/11,debt_consolidation,NY
4697,4000,13.49%,10/1/11,debt_consolidation,KY
4698,13000,12.69%,10/1/11,debt_consolidation,NC
